snapshot,zona,demand_mw
2026-04-19 00:00:00,BCA,1695.0
2026-04-19 01:00:00,BCA,1600.0
2026-04-19 02:00:00,BCA,1524.0
2026-04-19 03:00:00,BCA,1456.0
2026-04-19 04:00:00,BCA,1430.0
2026-04-19 05:00:00,BCA,1420.0
2026-04-19 06:00:00,BCA,1417.0
2026-04-19 07:00:00,BCA,1417.0
2026-04-19 08:00:00,BCA,1479.0
2026-04-19 09:00:00,BCA,1546.0
2026-04-19 10:00:00,BCA,1602.0
2026-04-19 11:00:00,BCA,1655.0
2026-04-19 12:00:00,BCA,1718.0
2026-04-19 13:00:00,BCA,1762.0
2026-04-19 14:00:00,BCA,1792.0
2026-04-19 15:00:00,BCA,1814.0
2026-04-19 16:00:00,BCA,1849.0
2026-04-19 17:00:00,BCA,1872.0
2026-04-19 18:00:00,BCA,1875.0
2026-04-19 19:00:00,BCA,1847.0
2026-04-19 20:00:00,BCA,1846.0
2026-04-19 21:00:00,BCA,1834.0
2026-04-19 22:00:00,BCA,1769.0
2026-04-19 23:00:00,BCA,1883.0
2026-04-19 00:00:00,BCS,353.0
2026-04-19 01:00:00,BCS,335.0
2026-04-19 02:00:00,BCS,318.0
2026-04-19 03:00:00,BCS,304.0
2026-04-19 04:00:00,BCS,295.0
2026-04-19 05:00:00,BCS,292.0
2026-04-19 06:00:00,BCS,294.0
2026-04-19 07:00:00,BCS,296.0
2026-04-19 08:00:00,BCS,313.0
2026-04-19 09:00:00,BCS,333.0
2026-04-19 10:00:00,BCS,350.0
2026-04-19 11:00:00,BCS,362.0
2026-04-19 12:00:00,BCS,370.0
2026-04-19 13:00:00,BCS,377.0
2026-04-19 14:00:00,BCS,383.0
2026-04-19 15:00:00,BCS,392.0
2026-04-19 16:00:00,BCS,402.0
2026-04-19 17:00:00,BCS,410.0
2026-04-19 18:00:00,BCS,409.0
2026-04-19 19:00:00,BCS,399.0
2026-04-19 20:00:00,BCS,399.0
2026-04-19 21:00:00,BCS,389.0
2026-04-19 22:00:00,BCS,376.0
2026-04-19 23:00:00,BCS,393.0
2026-04-19 00:00:00,SIN,41736.0
2026-04-19 01:00:00,SIN,40352.0
2026-04-19 02:00:00,SIN,39078.0
2026-04-19 03:00:00,SIN,38293.0
2026-04-19 04:00:00,SIN,37551.0
2026-04-19 05:00:00,SIN,37214.0
2026-04-19 06:00:00,SIN,36605.0
2026-04-19 07:00:00,SIN,37072.0
2026-04-19 08:00:00,SIN,37877.0
2026-04-19 09:00:00,SIN,38556.0
2026-04-19 10:00:00,SIN,38888.0
2026-04-19 11:00:00,SIN,39573.0
2026-04-19 12:00:00,SIN,39976.0
2026-04-19 13:00:00,SIN,40406.0
2026-04-19 14:00:00,SIN,40766.0
2026-04-19 15:00:00,SIN,41134.0
2026-04-19 16:00:00,SIN,41711.0
2026-04-19 17:00:00,SIN,41797.0
2026-04-19 18:00:00,SIN,42417.0
2026-04-19 19:00:00,SIN,43908.0
2026-04-19 20:00:00,SIN,43771.0
2026-04-19 21:00:00,SIN,42908.0
2026-04-19 22:00:00,SIN,41697.0
2026-04-19 23:00:00,SIN,44652.0
