snapshot,zona,demand_mw
2026-08-16 00:00:00,BCA,2527.0
2026-08-16 01:00:00,BCA,2444.0
2026-08-16 02:00:00,BCA,2352.0
2026-08-16 03:00:00,BCA,2271.0
2026-08-16 04:00:00,BCA,2212.0
2026-08-16 05:00:00,BCA,2158.0
2026-08-16 06:00:00,BCA,2097.0
2026-08-16 07:00:00,BCA,2035.0
2026-08-16 08:00:00,BCA,2107.0
2026-08-16 09:00:00,BCA,2224.0
2026-08-16 10:00:00,BCA,2376.0
2026-08-16 11:00:00,BCA,2528.0
2026-08-16 12:00:00,BCA,2658.0
2026-08-16 13:00:00,BCA,2789.0
2026-08-16 14:00:00,BCA,2898.0
2026-08-16 15:00:00,BCA,2989.0
2026-08-16 16:00:00,BCA,3038.0
2026-08-16 17:00:00,BCA,3078.0
2026-08-16 18:00:00,BCA,3081.0
2026-08-16 19:00:00,BCA,3044.0
2026-08-16 20:00:00,BCA,2997.0
2026-08-16 21:00:00,BCA,3003.0
2026-08-16 22:00:00,BCA,2922.0
2026-08-16 23:00:00,BCA,2735.0
2026-08-16 00:00:00,BCS,633.0
2026-08-16 01:00:00,BCS,613.0
2026-08-16 02:00:00,BCS,590.0
2026-08-16 03:00:00,BCS,566.0
2026-08-16 04:00:00,BCS,547.0
2026-08-16 05:00:00,BCS,528.0
2026-08-16 06:00:00,BCS,507.0
2026-08-16 07:00:00,BCS,490.0
2026-08-16 08:00:00,BCS,506.0
2026-08-16 09:00:00,BCS,530.0
2026-08-16 10:00:00,BCS,558.0
2026-08-16 11:00:00,BCS,581.0
2026-08-16 12:00:00,BCS,602.0
2026-08-16 13:00:00,BCS,624.0
2026-08-16 14:00:00,BCS,649.0
2026-08-16 15:00:00,BCS,665.0
2026-08-16 16:00:00,BCS,677.0
2026-08-16 17:00:00,BCS,681.0
2026-08-16 18:00:00,BCS,674.0
2026-08-16 19:00:00,BCS,658.0
2026-08-16 20:00:00,BCS,663.0
2026-08-16 21:00:00,BCS,672.0
2026-08-16 22:00:00,BCS,674.0
2026-08-16 23:00:00,BCS,663.0
2026-08-16 00:00:00,SIN,43665.0
2026-08-16 01:00:00,SIN,42122.0
2026-08-16 02:00:00,SIN,40751.0
2026-08-16 03:00:00,SIN,39618.0
2026-08-16 04:00:00,SIN,38762.0
2026-08-16 05:00:00,SIN,38027.0
2026-08-16 06:00:00,SIN,36795.0
2026-08-16 07:00:00,SIN,36266.0
2026-08-16 08:00:00,SIN,36453.0
2026-08-16 09:00:00,SIN,36409.0
2026-08-16 10:00:00,SIN,37009.0
2026-08-16 11:00:00,SIN,37589.0
2026-08-16 12:00:00,SIN,38481.0
2026-08-16 13:00:00,SIN,39617.0
2026-08-16 14:00:00,SIN,40675.0
2026-08-16 15:00:00,SIN,41501.0
2026-08-16 16:00:00,SIN,42831.0
2026-08-16 17:00:00,SIN,43953.0
2026-08-16 18:00:00,SIN,44699.0
2026-08-16 19:00:00,SIN,46444.0
2026-08-16 20:00:00,SIN,47477.0
2026-08-16 21:00:00,SIN,47569.0
2026-08-16 22:00:00,SIN,46719.0
2026-08-16 23:00:00,SIN,46420.0
