snapshot,zona,demand_mw
2026-09-22 00:00:00,BCA,2353.0
2026-09-22 01:00:00,BCA,2217.0
2026-09-22 02:00:00,BCA,2115.0
2026-09-22 03:00:00,BCA,2090.0
2026-09-22 23:00:00,BCA,2634.0
2026-09-22 00:00:00,BCS,570.0
2026-09-22 01:00:00,BCS,540.0
2026-09-22 02:00:00,BCS,512.0
2026-09-22 03:00:00,BCS,488.0
2026-09-22 23:00:00,BCS,618.0
2026-09-22 00:00:00,SIN,42032.0
2026-09-22 01:00:00,SIN,40340.0
2026-09-22 02:00:00,SIN,38884.0
2026-09-22 03:00:00,SIN,38078.0
2026-09-22 04:00:00,SIN,37102.0
2026-09-22 05:00:00,SIN,37793.0
2026-09-22 06:00:00,SIN,37983.0
2026-09-22 07:00:00,SIN,39383.0
2026-09-22 08:00:00,SIN,41471.0
2026-09-22 09:00:00,SIN,42650.0
2026-09-22 10:00:00,SIN,43503.0
2026-09-22 11:00:00,SIN,44349.0
2026-09-22 12:00:00,SIN,45122.0
2026-09-22 13:00:00,SIN,45786.0
2026-09-22 14:00:00,SIN,46873.0
2026-09-22 15:00:00,SIN,48344.0
2026-09-22 16:00:00,SIN,49668.0
2026-09-22 17:00:00,SIN,50078.0
2026-09-22 18:00:00,SIN,49618.0
2026-09-22 19:00:00,SIN,50591.0
2026-09-22 20:00:00,SIN,50146.0
2026-09-22 21:00:00,SIN,49753.0
2026-09-22 22:00:00,SIN,48606.0
2026-09-22 23:00:00,SIN,47330.0
