snapshot,zona,demand_mw
2026-08-20 00:00:00,BCA,2963.0
2026-08-20 01:00:00,BCA,2817.0
2026-08-20 02:00:00,BCA,2706.0
2026-08-20 03:00:00,BCA,2651.0
2026-08-20 04:00:00,BCA,2583.0
2026-08-20 05:00:00,BCA,2541.0
2026-08-20 06:00:00,BCA,2523.0
2026-08-20 07:00:00,BCA,2563.0
2026-08-20 08:00:00,BCA,2706.0
2026-08-20 09:00:00,BCA,2851.0
2026-08-20 10:00:00,BCA,2941.0
2026-08-20 11:00:00,BCA,3069.0
2026-08-20 12:00:00,BCA,3130.0
2026-08-20 13:00:00,BCA,3176.0
2026-08-20 14:00:00,BCA,3200.0
2026-08-20 15:00:00,BCA,3242.0
2026-08-20 16:00:00,BCA,3251.0
2026-08-20 17:00:00,BCA,3213.0
2026-08-20 18:00:00,BCA,3164.0
2026-08-20 19:00:00,BCA,3073.0
2026-08-20 20:00:00,BCA,3039.0
2026-08-20 21:00:00,BCA,3035.0
2026-08-20 22:00:00,BCA,2975.0
2026-08-20 23:00:00,BCA,3275.0
2026-08-20 00:00:00,BCS,599.0
2026-08-20 01:00:00,BCS,575.0
2026-08-20 02:00:00,BCS,552.0
2026-08-20 03:00:00,BCS,528.0
2026-08-20 04:00:00,BCS,507.0
2026-08-20 05:00:00,BCS,487.0
2026-08-20 06:00:00,BCS,471.0
2026-08-20 07:00:00,BCS,459.0
2026-08-20 08:00:00,BCS,483.0
2026-08-20 09:00:00,BCS,518.0
2026-08-20 10:00:00,BCS,551.0
2026-08-20 11:00:00,BCS,576.0
2026-08-20 12:00:00,BCS,596.0
2026-08-20 13:00:00,BCS,618.0
2026-08-20 14:00:00,BCS,643.0
2026-08-20 15:00:00,BCS,667.0
2026-08-20 16:00:00,BCS,688.0
2026-08-20 17:00:00,BCS,697.0
2026-08-20 18:00:00,BCS,662.0
2026-08-20 19:00:00,BCS,645.0
2026-08-20 20:00:00,BCS,662.0
2026-08-20 21:00:00,BCS,671.0
2026-08-20 22:00:00,BCS,666.0
2026-08-20 23:00:00,BCS,640.0
2026-08-20 00:00:00,SIN,47228.0
2026-08-20 01:00:00,SIN,45409.0
2026-08-20 02:00:00,SIN,43897.0
2026-08-20 03:00:00,SIN,42787.0
2026-08-20 04:00:00,SIN,42121.0
2026-08-20 05:00:00,SIN,41836.0
2026-08-20 06:00:00,SIN,41661.0
2026-08-20 07:00:00,SIN,42423.0
2026-08-20 08:00:00,SIN,43935.0
2026-08-20 09:00:00,SIN,45008.0
2026-08-20 10:00:00,SIN,45540.0
2026-08-20 11:00:00,SIN,46502.0
2026-08-20 12:00:00,SIN,47723.0
2026-08-20 13:00:00,SIN,48744.0
2026-08-20 14:00:00,SIN,50119.0
2026-08-20 15:00:00,SIN,51622.0
2026-08-20 16:00:00,SIN,52538.0
2026-08-20 17:00:00,SIN,52589.0
2026-08-20 18:00:00,SIN,51903.0
2026-08-20 19:00:00,SIN,52535.0
2026-08-20 20:00:00,SIN,52852.0
2026-08-20 21:00:00,SIN,52526.0
2026-08-20 22:00:00,SIN,51582.0
