snapshot,zona,demand_mw
2026-08-28 00:00:00,BCA,3103.0
2026-08-28 01:00:00,BCA,2933.0
2026-08-28 02:00:00,BCA,2825.0
2026-08-28 03:00:00,BCA,2714.0
2026-08-28 04:00:00,BCA,2643.0
2026-08-28 05:00:00,BCA,2592.0
2026-08-28 06:00:00,BCA,2589.0
2026-08-28 07:00:00,BCA,2658.0
2026-08-28 08:00:00,BCA,2843.0
2026-08-28 09:00:00,BCA,3061.0
2026-08-28 10:00:00,BCA,3243.0
2026-08-28 23:00:00,BCA,3419.0
2026-08-28 00:00:00,BCS,646.0
2026-08-28 01:00:00,BCS,620.0
2026-08-28 02:00:00,BCS,596.0
2026-08-28 03:00:00,BCS,575.0
2026-08-28 04:00:00,BCS,556.0
2026-08-28 05:00:00,BCS,540.0
2026-08-28 06:00:00,BCS,525.0
2026-08-28 07:00:00,BCS,510.0
2026-08-28 08:00:00,BCS,529.0
2026-08-28 09:00:00,BCS,564.0
2026-08-28 10:00:00,BCS,595.0
2026-08-28 23:00:00,BCS,683.0
2026-08-28 00:00:00,SIN,47878.0
2026-08-28 01:00:00,SIN,46101.0
2026-08-28 02:00:00,SIN,44812.0
2026-08-28 03:00:00,SIN,43810.0
2026-08-28 04:00:00,SIN,43049.0
2026-08-28 05:00:00,SIN,42851.0
2026-08-28 06:00:00,SIN,42592.0
2026-08-28 07:00:00,SIN,43466.0
2026-08-28 08:00:00,SIN,44969.0
2026-08-28 09:00:00,SIN,46142.0
2026-08-28 10:00:00,SIN,46856.0
