snapshot,zona,demand_mw
2026-04-04 00:00:00,SIN,36248.0
2026-04-04 01:00:00,SIN,34907.0
2026-04-04 02:00:00,SIN,33764.0
2026-04-04 03:00:00,SIN,32829.0
2026-04-04 04:00:00,SIN,32126.0
2026-04-04 05:00:00,SIN,31695.0
2026-04-04 06:00:00,SIN,30800.0
2026-04-04 07:00:00,SIN,30172.0
2026-04-04 08:00:00,SIN,30550.0
2026-04-04 09:00:00,SIN,30645.0
2026-04-04 10:00:00,SIN,30949.0
2026-04-04 11:00:00,SIN,31323.0
2026-04-04 12:00:00,SIN,31612.0
2026-04-04 13:00:00,SIN,32121.0
2026-04-04 14:00:00,SIN,32913.0
2026-04-04 15:00:00,SIN,33904.0
2026-04-04 16:00:00,SIN,34797.0
2026-04-04 17:00:00,SIN,35501.0
2026-04-04 18:00:00,SIN,36227.0
2026-04-04 19:00:00,SIN,37780.0
2026-04-04 20:00:00,SIN,38155.0
2026-04-04 21:00:00,SIN,37856.0
2026-04-04 22:00:00,SIN,37151.0
