snapshot,zona,demand_mw
2026-08-08 00:00:00,SIN,46063.0
2026-08-08 01:00:00,SIN,44276.0
2026-08-08 02:00:00,SIN,43030.0
2026-08-08 03:00:00,SIN,41889.0
2026-08-08 04:00:00,SIN,41415.0
2026-08-08 05:00:00,SIN,40980.0
2026-08-08 06:00:00,SIN,40794.0
2026-08-08 07:00:00,SIN,41541.0
2026-08-08 08:00:00,SIN,42920.0
2026-08-08 09:00:00,SIN,43922.0
2026-08-08 10:00:00,SIN,44580.0
2026-08-08 11:00:00,SIN,45428.0
2026-08-08 12:00:00,SIN,46448.0
2026-08-08 13:00:00,SIN,47672.0
2026-08-08 14:00:00,SIN,48441.0
2026-08-08 15:00:00,SIN,49546.0
2026-08-08 16:00:00,SIN,50580.0
2026-08-08 17:00:00,SIN,50692.0
2026-08-08 18:00:00,SIN,50108.0
2026-08-08 19:00:00,SIN,50178.0
2026-08-08 20:00:00,SIN,50378.0
2026-08-08 21:00:00,SIN,49564.0
2026-08-08 22:00:00,SIN,49064.0
2026-08-08 23:00:00,SIN,49206.0
