snapshot,zona,demand_mw
2026-08-09 00:00:00,BCA,2928.0
2026-08-09 01:00:00,BCA,2768.0
2026-08-09 02:00:00,BCA,2650.0
2026-08-09 03:00:00,BCA,2551.0
2026-08-09 04:00:00,BCA,2463.0
2026-08-09 05:00:00,BCA,2399.0
2026-08-09 06:00:00,BCA,2352.0
2026-08-09 07:00:00,BCA,2325.0
2026-08-09 08:00:00,BCA,2442.0
2026-08-09 09:00:00,BCA,2616.0
2026-08-09 10:00:00,BCA,2803.0
2026-08-09 11:00:00,BCA,2990.0
2026-08-09 12:00:00,BCA,3155.0
2026-08-09 13:00:00,BCA,3280.0
2026-08-09 14:00:00,BCA,3361.0
2026-08-09 15:00:00,BCA,3395.0
2026-08-09 16:00:00,BCA,3427.0
2026-08-09 17:00:00,BCA,3431.0
2026-08-09 18:00:00,BCA,3399.0
2026-08-09 19:00:00,BCA,3370.0
2026-08-09 20:00:00,BCA,3315.0
2026-08-09 21:00:00,BCA,3296.0
2026-08-09 22:00:00,BCA,3199.0
2026-08-09 00:00:00,BCS,625.0
2026-08-09 01:00:00,BCS,604.0
2026-08-09 02:00:00,BCS,581.0
2026-08-09 03:00:00,BCS,556.0
2026-08-09 04:00:00,BCS,536.0
2026-08-09 05:00:00,BCS,518.0
2026-08-09 06:00:00,BCS,502.0
2026-08-09 07:00:00,BCS,486.0
2026-08-09 08:00:00,BCS,502.0
2026-08-09 09:00:00,BCS,530.0
2026-08-09 10:00:00,BCS,561.0
2026-08-09 11:00:00,BCS,579.0
2026-08-09 12:00:00,BCS,593.0
2026-08-09 13:00:00,BCS,600.0
2026-08-09 14:00:00,BCS,603.0
2026-08-09 15:00:00,BCS,598.0
2026-08-09 16:00:00,BCS,596.0
2026-08-09 17:00:00,BCS,596.0
2026-08-09 18:00:00,BCS,587.0
2026-08-09 19:00:00,BCS,580.0
2026-08-09 20:00:00,BCS,589.0
2026-08-09 21:00:00,BCS,596.0
2026-08-09 22:00:00,BCS,596.0
2026-08-09 00:00:00,SIN,46121.0
2026-08-09 01:00:00,SIN,44437.0
2026-08-09 02:00:00,SIN,43025.0
2026-08-09 03:00:00,SIN,41833.0
2026-08-09 04:00:00,SIN,41286.0
2026-08-09 05:00:00,SIN,40438.0
2026-08-09 06:00:00,SIN,39809.0
2026-08-09 07:00:00,SIN,39849.0
2026-08-09 08:00:00,SIN,40662.0
2026-08-09 09:00:00,SIN,41371.0
2026-08-09 10:00:00,SIN,41909.0
2026-08-09 11:00:00,SIN,42669.0
2026-08-09 12:00:00,SIN,43176.0
2026-08-09 13:00:00,SIN,43847.0
2026-08-09 14:00:00,SIN,44373.0
2026-08-09 15:00:00,SIN,44788.0
2026-08-09 16:00:00,SIN,44997.0
2026-08-09 17:00:00,SIN,45070.0
2026-08-09 18:00:00,SIN,45253.0
2026-08-09 19:00:00,SIN,46620.0
2026-08-09 20:00:00,SIN,46998.0
2026-08-09 21:00:00,SIN,46286.0
2026-08-09 22:00:00,SIN,45118.0
